Image	Name	Object ID	Area µm^2	Circularity	Max diameter µm	Min diameter µm	Hematoxylin: Mean	Hematoxylin: Min	Hematoxylin: Max	Hematoxylin: Std.Dev.	Number of nuclei	Area Ratio %	Nuclei Area µm^2: Mean	Diameter Ratio %: Min	Nuclei diameter µm: Mean Min	Diameter Ratio %: Max	Nuclei diameter µm: Mean Max	Circularity Ratio %	Nuclei Circularity µm: Mean	Nuclei Hematoxylin: Min	Nuclei Hematoxylin: Max	Nuclei Hematoxylin: Mean	Nuclei Hematoxylin: Std.Dev.
N341_HE_LF_Duplicate.ome.tiff	MK	d8985f0c-7cf8-4a1d-9f27-852bc3e051cf	251.1676	0.571	21.617	16.5515	0.1847	-0.0193	0.6573	0.1629	3	20.7405	52.0923	26.1925	4.3352	24.371	0.2722	157.1357	0.0464	0.1811	0.718	0.718	0.718
N341_HE_LF_Duplicate.ome.tiff	MK	3f6aa7f7-553e-4f70-9fb8-e68ec34c4f4f	250.2165	0.6135	19.9237	16.5212	0.1568	-0.021	0.7025	0.1333	2	21.7036	54.3063	32.7952	5.4182	32.8527	0.3381	156.1517	0.0495	0.0434	0.6505	0.6505	0.6505
N341_HE_LF_Duplicate.ome.tiff	MK	30387b54-12e3-4d7a-8421-9df8af7133a5	250.2096	0.5484	21.7349	16.5222	0.3329	0.0245	1.1131	0.2563	4	32.8374	82.1641	27.0618	4.4712	29.4424	0.3306	148.3259	0.042	0.2264	0.9194	0.9194	0.9194
N341_HE_LF_Duplicate.ome.tiff	MK	50aaac54-dc6d-493f-b216-3808d11c0466	167.1494	0.5551	21.3082	10.1353	0.1237	0.0391	0.5306	0.0817	1	12.092	20.2112	46.5754	4.7205	25.7439	0.2834	173.6245	0.0498	0.0898	0.5736	0.5736	0.5736
N341_HE_LF_Duplicate.ome.tiff	MK	73bba19e-8608-4c5a-89d3-e0f35eda9992	249.7437	0.5677	20.4745	16.0098	0.1444	0.0164	0.4831	0.0676	1	17.2932	43.1885	41.5156	6.6466	39.786	0.4208	171.2431	0.0502	0.0724	0.3428	0.3428	0.3428
N341_HE_LF_Duplicate.ome.tiff	MK	b680e1c7-8dd9-4776-a406-6ee5b57a6d04	249.2705	0.5086	24.0469	14.5248	0.2149	-0.0025	0.649	0.1275	3	34.1282	85.0714	38.9282	5.6543	27.3459	0.3397	181.3814	0.0477	0.1223	0.5871	0.5871	0.5871
N341_HE_LF_Duplicate.ome.tiff	MK	2c83fde8-4b12-4d93-be66-d1abd3e555d4	248.7806	0.5656	21.2077	17.0375	0.153	0.0041	0.7314	0.109	2	17.679	43.9842	28.6384	4.8793	27.5913	0.3023	166.0627	0.0485	0.1154	0.7525	0.7525	0.7525
N341_HE_LF_Duplicate.ome.tiff	MK	8a5327cc-5761-42f2-be0d-f1d255780552	245.9428	0.5199	22.4297	15.8335	0.0967	0.0071	0.3407	0.0364													
N341_HE_LF_Duplicate.ome.tiff	MK	f313c79d-f14b-433d-b42d-25e82f8b668f	245.9529	0.5805	19.0627	17.8565	0.2377	0.0394	0.661	0.1146	3	46.2959	113.8643	34.2534	6.1164	42.6709	0.4202	161.7024	0.0485	0.0872	0.6031	0.6031	0.6031
N341_HE_LF_Duplicate.ome.tiff	MK	1567e596-4981-45e9-a9c8-0a8bd5325661	244.5265	0.5995	19.792	17.5252	0.105	-0.0087	0.3925	0.06	1	8.6313	21.1061	26.9056	4.7153	28.881	0.2953	160.6826	0.0498	0.0944	0.4292	0.4292	0.4292
N341_HE_LF_Duplicate.ome.tiff	MK	261c9b20-3c8d-4fa5-a79a-7f9b68946420	244.0495	0.498	23.4956	14.4692	0.1209	0.0356	0.3551	0.05	1	6.6637	16.2632	29.5109	4.27	22.1331	0.2687	191.7332	0.0493	0.1095	0.3378	0.3378	0.3378
N341_HE_LF_Duplicate.ome.tiff	MK	33786caf-38c6-4e70-8fca-a80e7b514ae7	242.1673	0.5715	20.9417	16.0642	0.1025	-0.0073	0.4107	0.0553	1	5.8935	14.2719	24.82	3.9871	21.9791	0.2378	169.3441	0.05	0.0039	0.4527	0.4527	0.4527
N341_HE_LF_Duplicate.ome.tiff	MK	4f9c6dda-8182-4815-8beb-4d31d1020fbf	242.1662	0.5937	18.9348	17.7576	0.2394	0.0308	0.6596	0.115	1	11.4573	27.7451	31.3077	5.5595	33.9667	0.3323	156.718	0.0481	0.0522	0.5623	0.5623	0.5623
N341_HE_LF_Duplicate.ome.tiff	MK	d0eb5b46-2a96-4318-9298-752ef666194f	241.2159	0.5099	23.4958	14.2465	0.0871	0.0245	0.1518	0.0186													
N341_HE_LF_Duplicate.ome.tiff	MK	61de38e0-92a9-4b08-9d26-0a1b9242c968	240.7437	0.5902	21.6176	15.083	0.1377	-0.044	0.921	0.1334	1	14.3873	34.6359	41.0342	6.1892	32.9612	0.3681	166.1491	0.0507	-0.0454	0.8923	0.8923	0.8923
N341_HE_LF_Duplicate.ome.tiff	MK	036de66b-5550-43bf-969a-3cb818d559ba	10.3636	0.2003	11.7086	1.0476	0.0829	0.0348	0.1194	0.0209													
N341_HE_LF_Duplicate.ome.tiff	MK	8429975f-c98a-4a2e-9fd3-51b9c0364c93	240.263	0.589	20.085	16.521	0.1899	-0.0152	0.8091	0.1233	4	34.9201	83.9003	27.8196	4.5961	28.576	0.2965	150.0313	0.0457	0.0293	0.6974	0.6974	0.6974
N341_HE_LF_Duplicate.ome.tiff	MK	942e3753-2693-4d72-85a6-6d4c6eadf64e	236.4677	0.5376	23.9469	14.2013	0.1629	-0.0054	0.7766	0.1204	1	20.096	47.5213	41.2093	5.8523	42.861	0.5302	161.8804	0.045	0.0272	0.7682	0.7682	0.7682
N341_HE_LF_Duplicate.ome.tiff	MK	d7eaf81b-4ceb-45f6-af21-e6c60715097b	234.0985	0.574	21.9962	15.0197	0.1839	0.0136	0.7878	0.1296	2	25.5935	59.915	36.4389	5.473	31.7494	0.3608	166.4216	0.0493	0.1506	0.6726	0.6726	0.6726
N341_HE_LF_Duplicate.ome.tiff	MK	3f00e8ba-6e8d-4461-bf4a-f22532b8ecc8	229.8503	0.5635	22.2216	14.457	0.216	0.0134	0.6754	0.1297	1	25.4861	58.5767	56.1315	8.1149	41.695	0.4787	172.1927	0.0501	0.1043	0.706	0.706	0.706
N341_HE_LF_Duplicate.ome.tiff	MK	a8706b33-b040-4160-8193-90e82244b064	228.899	0.632	21.0715	15.695	0.352	0.0295	1.0466	0.2787	1	34.9554	80.0099	59.6795	9.3667	53.828	0.586	151.4829	0.0495	0.0821	1.0339	1.0339	1.0339
N341_HE_LF_Duplicate.ome.tiff	MK	3a21a6d9-f6a0-4424-9d6a-ea2808daec06	226.9929	0.5357	22.2435	14.8564	0.1643	-0.0262	0.654	0.1186	2	21.7697	49.4162	33.5466	4.9838	32.67	0.3754	131.7872	0.0365	-0.0431	0.6509	0.6509	0.6509
N341_HE_LF_Duplicate.ome.tiff	MK	80bc8f07-9f0e-4a8c-8bd8-f8c15f0efee7	224.6202	0.4923	22.3042	14.2213	0.1413	-0.0229	0.5417	0.0851	1	22.8205	51.261	52.2652	7.4328	39.6879	0.4573	198.3346	0.0504	0.0362	0.6858	0.6858	0.6858
N341_HE_LF_Duplicate.ome.tiff	MK	59fcadfc-a04d-43d1-8194-690a63394096	218.4686	0.5356	22.4751	13.6788	0.1178	0.0357	0.5913	0.0642	1	13.7998	30.1478	41.3512	5.6564	29.7779	0.3457	181.8657	0.0503	0.0524	0.5702	0.5702	0.5702
N341_HE_LF_Duplicate.ome.tiff	MK	fbafe004-0d02-4c45-b761-2f2301f5d57f	217.9865	0.6019	19.0318	16.0106	0.1425	0.0276	0.4654	0.0676	1	16.3412	35.6218	39.5603	6.3338	38.4617	0.3782	151.3083	0.0471	0.0896	0.4125	0.4125	0.4125
N341_HE_LF_Duplicate.ome.tiff	MK	c82f6ac0-486c-4d6f-9835-ef57583e66b7	214.6684	0.5927	19.4373	15.5787	0.1625	-0.0229	0.7497	0.1333	1	13.8968	29.833	33.9783	5.2934	37.2679	0.3742	159.3642	0.0488	0.0368	0.7703	0.7703	0.7703
N341_HE_LF_Duplicate.ome.tiff	MK	877d96a9-40ce-47f5-a657-ebb1808ec227	214.6729	0.5264	21.955	14.4135	0.2317	-0.0265	1.0265	0.2021	1	11.4549	24.5907	30.9549	4.4617	36.2566	0.4112	131.7205	0.0358	0.0796	0.9829	0.9829	0.9829
N341_HE_LF_Duplicate.ome.tiff	MK	aaf4b366-9baf-4401-85b0-e4ce97a36358	214.6746	0.5472	21.646	14.0426	0.0858	-0.0028	0.2013	0.0258													
N341_HE_LF_Duplicate.ome.tiff	MK	1aeaa181-c49f-45c7-a85e-eb0db38c7db3	212.7638	0.5423	23.2945	14.6034	0.2757	-0.034	0.8159	0.1874	4	39.379	83.7886	32.7508	4.7827	24.3545	0.2931	172.9194	0.0484	0.0668	0.7706	0.7706	0.7706
N341_HE_LF_Duplicate.ome.tiff	MK	53bbf9b6-5e12-4405-bea4-ecf78e1e2dfc	208.9847	0.6548	18.2052	15.1445	0.1758	-0.0238	0.6233	0.1175	1	25.8109	53.9411	53.2609	8.0661	47.1218	0.4432	150.1718	0.0508	0.0643	0.6085	0.6085	0.6085
N341_HE_LF_Duplicate.ome.tiff	MK	2963ee13-875d-451b-8014-bfe3ebb02049	208.5153	0.5314	18.9769	15.834	0.2106	0.0208	0.8475	0.184	3	24.9227	51.9669	26.1046	4.1334	28.5741	0.2801	152.4897	0.0419	0.0701	0.8976	0.8976	0.8976
N341_HE_LF_Duplicate.ome.tiff	MK	a9a53b82-6796-4a22-8b6c-333e0c9e7107	207.5675	0.5504	18.569	15.6386	0.1492	0.0295	0.6253	0.0864	2	28.6179	59.4012	34.5904	5.4095	38.9255	0.3734	152.2109	0.0433	0.0858	0.5613	0.5613	0.5613
N341_HE_LF_Duplicate.ome.tiff	MK	c9f6f786-7362-4fb6-a8a5-20878d0cf3f4	203.7764	0.4466	22.4489	14.041	0.1954	-0.0029	0.9033	0.2027	1	11.1721	22.7658	28.0135	3.9334	34.0403	0.3948	170.4788	0.0393	0.1535	0.9718	0.9718	0.9718
N341_HE_LF_Duplicate.ome.tiff	MK	d9e444d6-995d-45a9-b5c4-d613a126ca48	203.2915	0.5391	19.7179	14.9313	0.1668	0.0128	0.9002	0.1272	2	19.9177	40.4928	32.2456	4.8147	30.3582	0.3092	153.0248	0.0426	0.1144	0.8179	0.8179	0.8179
N341_HE_LF_Duplicate.ome.tiff	MK	881bdbab-bb4c-42f2-b8ec-802e93b78988	201.889	0.4424	25.6098	11.3905	0.1996	0.0062	0.5666	0.1421	2	24.0333	48.5186	41.9469	4.778	25.0469	0.3314	203.2968	0.0465	0.1849	0.5575	0.5575	0.5575
N341_HE_LF_Duplicate.ome.tiff	MK	4e1288d6-36de-4d36-a4c8-b46bf4be5f98	198.5495	0.5061	20.2447	13.1737	0.2399	-0.0179	0.7523	0.1208	1	15.4769	30.7312	43.6787	5.7541	35.2371	0.3685	189.0406	0.0494	0.0522	0.7451	0.7451	0.7451
N341_HE_LF_Duplicate.ome.tiff	MK	74aa36df-592b-45ad-be7b-aa1f8c9c2747	198.0895	0.57	20.6532	13.547	0.1897	-0.0096	1.0057	0.1574	1	35.8322	70.9798	60.3915	8.1813	54.5436	0.582	165.6498	0.0488	-0.0088	1.1387	1.1387	1.1387
N341_HE_LF_Duplicate.ome.tiff	MK	e2e46494-8a27-4fe4-8e54-746c09727fdd	196.6702	0.5012	20.2905	14.4031	0.2216	-0.005	0.742	0.1522	1	26.2794	51.6824	47.6665	6.8654	47.5996	0.499	187.2514	0.0485	0.1413	0.7139	0.7139	0.7139
N341_HE_LF_Duplicate.ome.tiff	MK	753899f7-25f9-4160-8d65-1f4af930a8a2	192.3939	0.6028	18.1639	13.7666	0.3167	0.0276	0.7807	0.1602	3	65.2362	125.5151	47.7454	6.5729	51.7139	0.4853	127.9499	0.0398	0.1527	0.7456	0.7456	0.7456
N341_HE_LF_Duplicate.ome.tiff	MK	e745356e-93e3-4dd2-a2cd-680743a559af	190.4914	0.526	21.0715	12.543	0.1765	0.0376	0.5532	0.1101	2	30.6834	58.4541	41.8017	5.2432	33.4846	0.3645	173.1279	0.047	0.1008	0.5449	0.5449	0.5449
N341_HE_LF_Duplicate.ome.tiff	MK	025214d1-8c09-45ac-b2da-2296ab198c6e	189.5744	0.5026	20.303	14.2432	0.2284	-0.0176	1.1318	0.2116	2	35.486	67.267	39.8917	5.6818	39.2981	0.4122	151.5602	0.0394	0.0411	0.9826	0.9826	0.9826
N341_HE_LF_Duplicate.ome.tiff	MK	f1daacb6-1fe3-43a5-8ad7-c5ff50a01e31	188.5995	0.4807	25.3877	10.3262	0.1318	0.0609	0.4398	0.0648	1	12.2908	23.182	45.9999	4.75	24.9208	0.3269	197.4172	0.049	0.1182	0.4588	0.4588	0.4588
N341_HE_LF_Duplicate.ome.tiff	MK	f0332fda-db52-4eca-9c89-925fa56f2edc	188.6054	0.5909	18.3837	13.7666	0.2204	-0.0004	0.7193	0.1277	2	40.7784	76.9122	45.4721	6.26	43.3719	0.4119	159.8587	0.0488	0.1168	0.6826	0.6826	0.6826
N341_HE_LF_Duplicate.ome.tiff	MK	dbee1a86-2583-4b50-9da4-08c846e8d278	188.6043	0.5428	17.693	15.3593	0.2033	0.0343	0.5919	0.1161	3	30.1815	56.9249	29.6087	4.5477	33.2544	0.304	149.6912	0.042	0.1286	0.6551	0.6551	0.6551
N341_HE_LF_Duplicate.ome.tiff	MK	db1b07fa-16d4-4ccf-9cc0-b66f28562f10	186.714	0.4951	21.9647	11.4559	0.0868	-0.0386	0.1781	0.0237													
N341_HE_LF_Duplicate.ome.tiff	MK	1137f3ab-bb3c-4628-9373-e8de55576dff	184.8039	0.605	16.8055	15.1449	0.1909	0.0321	0.5118	0.101	1	21.7248	40.1513	44.3266	6.7132	45.4803	0.3949	160.4582	0.0502	0.1931	0.4691	0.4691	0.4691
N341_HE_LF_Duplicate.ome.tiff	MK	6a53a813-b5c0-495d-b7fa-bebd2834ba7d	184.8079	0.5103	21.5053	12.6549	0.2229	0.0191	0.5465	0.1021	3	49.1781	90.8898	43.5923	5.5166	33.869	0.3763	176.1078	0.0464	0.1143	0.5386	0.5386	0.5386
N341_HE_LF_Duplicate.ome.tiff	MK	5d2234c2-6360-4c8c-a62e-f2b8149383c7	182.9331	0.5988	18.8018	13.77	0.2646	0.0199	0.783	0.1328	2	46.2974	84.6891	45.7468	6.2993	47.0411	0.4569	146.7971	0.0454	0.0247	0.7393	0.7393	0.7393
N341_HE_LF_Duplicate.ome.tiff	MK	589d73b1-44a5-4d45-bc24-c9abbb7cb653	182.4532	0.5716	19.1189	12.8266	0.1826	0.0521	0.5187	0.1098	2	25.2507	46.0701	34.7916	4.4626	36.3021	0.3586	155.101	0.0458	0.1236	0.5358	0.5358	0.5358
N341_HE_LF_Duplicate.ome.tiff	MK	58f0e028-56d3-4d4d-8871-6df64ef5b75b	179.589	0.588	17.9847	13.7671	0.2742	0.0461	1.014	0.1397	1	37.0453	66.5354	64.7571	8.9152	54.744	0.5086	165.3675	0.0502	0.2182	0.8578	0.8578	0.8578
N341_HE_LF_Duplicate.ome.tiff	MK	9a9541a9-d497-4ec1-b44a-02564691fca9	179.1303	0.5612	19.4831	13.6308	0.2445	0.0179	0.7187	0.1688	2	28.558	51.1565	39.4223	5.3736	31.9808	0.3219	161.7561	0.0469	0.1268	0.6632	0.6632	0.6632
N341_HE_LF_Duplicate.ome.tiff	MK	af2c8c24-0121-495d-b42f-71ba6c4b3b02	179.1317	0.5612	17.2529	14.4702	0.0794	0.025	0.2636	0.0319													
N341_HE_LF_Duplicate.ome.tiff	MK	58f7ad2a-f283-4b22-808f-05616e9537f5	173.9197	0.5955	17.7643	13.7695	0.2363	-0.0192	0.7012	0.1288	2	45.098	78.4347	44.8532	6.1761	47.0666	0.4319	156.269	0.0481	0.0986	0.6988	0.6988	0.6988
N341_HE_LF_Duplicate.ome.tiff	MK	58803742-e6b5-4c3f-9723-3ef3756e19a9	171.0664	0.4194	23.4955	9.7393	0.1869	0.0456	0.5241	0.1136	1	25.1728	43.0649	67.9506	6.6179	34.8203	0.4227	225.2897	0.0488	0.0795	0.541	0.541	0.541
N341_HE_LF_Duplicate.ome.tiff	MK	7b8f4b1e-9856-48ca-994a-84cd3fefcab3	170.6045	0.4524	23.4144	11.0831	0.1668	0.0587	0.6576	0.1333	1	16.6473	28.4007	45.0134	4.9889	35.832	0.4334	141.6357	0.0331	0.178	0.6994	0.6994	0.6994
N341_HE_LF_Duplicate.ome.tiff	MK	eeab8ffa-364d-42e7-9a51-856621486c8e	170.1332	0.5825	17.0295	13.7705	0.1583	0.0248	0.5101	0.0867	2	33.0704	56.262	39.1635	5.393	38.7895	0.3413	165.2439	0.0497	0.1088	0.5236	0.5236	0.5236
N341_HE_LF_Duplicate.ome.tiff	MK	9e780bf1-4200-4a95-96ca-063a909960c7	169.1728	0.5793	17.7124	13.0786	0.2063	0.062	0.5347	0.0699	3	57.1026	96.6047	44.6237	5.8362	40.2162	0.368	158.9055	0.0476	0.0889	0.4744	0.4744	0.4744
N341_HE_LF_Duplicate.ome.tiff	MK	40ab0c88-1d98-4d1d-9733-dbcba0d316e7	167.2828	0.6286	17.5901	13.0811	0.3295	0.0035	0.7513	0.1784	3	46.6554	78.0484	38.0945	4.9832	37.5537	0.3413	144.5273	0.0469	0.1298	0.8132	0.8132	0.8132
N341_HE_LF_Duplicate.ome.tiff	MK	28b5d359-c51e-476e-99f5-7c205474da05	167.2907	0.5998	18.0762	13.769	0.1695	0.0275	0.8967	0.1858	1	17.2142	28.7964	39.6456	5.4588	40.7382	0.3804	131.0643	0.0406	0.1779	0.961	0.961	0.961
N341_HE_LF_Duplicate.ome.tiff	MK	31ae0857-f805-40ae-a9e2-d660112e81a2	163.9684	0.5137	18.3942	12.3498	0.1296	0.0096	0.5264	0.0981	1	13.2711	21.7606	36.6895	4.5311	36.3402	0.3453	137.7179	0.0365	0.166	0.5746	0.5746	0.5746
N341_HE_LF_Duplicate.ome.tiff	MK	91229b26-0ff9-4fec-b5d3-8c4e918bb898	162.0683	0.5305	19.5816	11.7031	0.2627	0.0364	0.7231	0.1266	3	62.4239	101.1705	50.1352	5.8674	41.5097	0.4199	153.9855	0.0422	0.0598	0.6961	0.6961	0.6961
N341_HE_LF_Duplicate.ome.tiff	MK	d1069e8e-261f-4a67-ad0e-510e08843c8c	161.6086	0.465	20.0193	12.1642	0.2101	0.0196	0.6624	0.1093													
N341_HE_LF_Duplicate.ome.tiff	MK	a7296069-bc9f-4ec8-9843-7e196141ccb3	161.1205	0.5517	16.2347	14.6021	0.1078	-0.1262	0.6834	0.1409	1	10.0157	16.1377	28.4097	4.1484	32.0506	0.2688	172.5531	0.0492	-0.022	0.7036	0.7036	0.7036
N341_HE_LF_Duplicate.ome.tiff	MK	43803f2b-791a-47e7-a262-206768495016	159.7007	0.5228	18.0169	13.0789	0.1493	-0.0174	0.75	0.1022	2	21.9244	35.0142	33.1136	4.3309	30.547	0.2843	166.8349	0.0451	0.1037	0.5931	0.5931	0.5931
N341_HE_LF_Duplicate.ome.tiff	MK	b31830ee-fd08-470f-8dec-d074d7aa85c7	158.2753	0.5675	18.3315	12.601	0.2128	0.0596	0.6729	0.114	2	28.4551	45.039	39.5814	4.9877	32.2119	0.3051	170.0617	0.0499	0.1905	0.643	0.643	0.643
N341_HE_LF_Duplicate.ome.tiff	MK	e313bd0e-024d-4c86-b51a-0503c9f4717b	157.8134	0.593	15.6514	14.4561	0.3207	-0.0032	0.9467	0.2564	2	32.6456	51.5165	36.409	5.2633	43.0332	0.348	135.1087	0.0414	0.2597	0.8977	0.8977	0.8977
N341_HE_LF_Duplicate.ome.tiff	MK	30beb62d-9430-4121-964e-de405e62843f	115.9572	0.4804	15.4588	12.3921	0.1442	-0.0064	0.6709	0.0887	1	28.9637	33.5831	49.7242	6.1619	45.4526	0.363	202.3509	0.0502	0.0121	0.7372	0.7372	0.7372
N341_HE_LF_Duplicate.ome.tiff	MK	8d89ea34-2fd1-4037-b506-ef86ef61d8fe	153.0682	0.5489	16.2957	14.1171	0.1832	0.0226	0.5314	0.079	3	42.7092	65.3736	34.964	4.9359	35.6805	0.3004	165.2832	0.0469	0.1297	0.4453	0.4453	0.4453
N341_HE_LF_Duplicate.ome.tiff	MK	94e62dd5-1679-461b-8240-0254e3eafd5f	152.5967	0.478	21.0162	10.4676	0.3487	0.018	0.8949	0.2581	1	34.9371	53.312	69.1825	7.2418	48.4056	0.5255	188.2495	0.0465	0.0508	0.9263	0.9263	0.9263
N341_HE_LF_Duplicate.ome.tiff	MK	c0543a8b-d227-4c8a-97fb-a600873d66bc	151.1769	0.5176	18.9516	10.6239	0.24	-0.0231	0.9742	0.1823	1	63.5945	96.1368	91.2534	9.6947	68.7355	0.673	163.1851	0.0436	-0.0225	1.0565	1.0565	1.0565
N341_HE_LF_Duplicate.ome.tiff	MK	e85439f8-9907-4109-b3a8-b49645949c37	144.0605	0.597	15.3465	13.0608	0.208	0.0127	0.7994	0.1307	1	37.7603	54.3986	54.9741	7.1801	63.0042	0.4995	159.344	0.0491	0.0941	0.7646	0.7646	0.7646
N341_HE_LF_Duplicate.ome.tiff	MK	623af055-1578-4c6f-ac3d-6bcc94cb0672	143.1019	0.49	19.2027	10.3252	0.0761	0.0305	0.225	0.0224													
N341_HE_LF_Duplicate.ome.tiff	MK	0b763d01-8633-4205-a14e-f7c2df810eb1	140.2832	0.5812	15.8242	12.3921	0.2884	0.0251	0.9009	0.1567	3	67.2459	94.3271	46.9969	5.8239	49.4654	0.4044	139.5656	0.0419	0.0326	0.869	0.869	0.869
N341_HE_LF_Duplicate.ome.tiff	MK	b7377d95-bddd-40a6-b46f-16c56248d7b8	137.4262	0.599	14.8264	13.0815	0.2525	0.0169	0.5306	0.1038	1	34.0974	46.8591	46.5113	6.0844	64.7642	0.4961	138.1038	0.0427	0.1096	0.5904	0.5904	0.5904
N341_HE_LF_Duplicate.ome.tiff	MK	15bfe728-d88e-44ee-8be0-d1df1b7fde2d	136.4733	0.6266	14.6504	12.3921	0.2494	-0.006	0.7279	0.1555	2	37.2677	50.8632	42.2661	5.2377	43.9319	0.3325	145.9862	0.0473	0.181	0.7175	0.7175	0.7175
N341_HE_LF_Duplicate.ome.tiff	MK	b2ada6e3-a5d3-4480-8117-fc756c47fb48	134.5947	0.4825	19.4361	10.1609	0.4595	-0.0385	1.0827	0.197	3	51.3284	69.0805	46.5066	4.7255	33.7986	0.3394	176.4762	0.044	0.2364	0.9478	0.9478	0.9478
N341_HE_LF_Duplicate.ome.tiff	MK	38777a19-2c9e-43a6-ac9e-24b3230d3945	132.211	0.5477	18.1102	9.6377	0.3005	0.0033	0.7631	0.1451	2	41.5121	54.887	54.3142	5.2346	37.6016	0.3518	168.2227	0.0476	0.1212	0.849	0.849	0.849
N341_HE_LF_Duplicate.ome.tiff	MK	cb4e9ef3-d809-4b8a-a1a4-b52b77be5912	125.1059	0.6058	15.7275	11.0146	0.1557	0.051	0.3872	0.0619	1	29.9814	37.5087	54.4019	5.9922	50.1749	0.4077	158.1238	0.0495	0.0474	0.4342	0.4342	0.4342
N341_HE_LF_Duplicate.ome.tiff	MK	0a47b66f-65d5-4d79-858e-0824d4fb3e7f	107.1043	0.5478	15.7	9.6372	0.2364	0.0487	0.6212	0.1164	2	51.4881	55.1442	58.5437	5.642	41.5147	0.3367	157.4648	0.0446	0.0859	0.5964	0.5964	0.5964
N341_HE_LF_Duplicate.ome.tiff	MK	1eded7e5-f24f-4b70-bd99-48d0528ad6f6	104.7316	0.6006	13.2596	10.3254	0.2401	0.059	0.5844	0.0966													
N341_HE_LF_Duplicate.ome.tiff	MK	e290a46b-b92e-4c72-b767-0b51556ea695	102.3699	0.554	13.8988	10.7751	0.2181	0.0254	0.5475	0.1218	1	28.4305	29.1015	53.006	5.7114	47.7933	0.3432	167.8602	0.048	0.2067	0.561	0.561	0.561
N341_HE_LF_Duplicate.ome.tiff	MK	73f8cc5a-1d10-48e4-b99e-d2e00401afb1	95.2449	0.5154	13.6185	10.9783	0.2185	-0.0257	0.6148	0.124	1	33.7657	32.1633	54.1931	5.9495	53.0292	0.3731	182.9812	0.0487	0.1051	0.6156	0.6156	0.6156
N341_HE_LF_Duplicate.ome.tiff	MK	6362c455-4b2f-49e0-9a52-761180222983	91.9268	0.5272	13.2997	10.1594	0.1875	0.0479	0.4751	0.1022	1	36.7035	33.7437	62.2278	6.322	52.6023	0.3614	183.3097	0.0499	0.1277	0.5436	0.5436	0.5436
N341_HE_LF_Duplicate.ome.tiff	MK	1c010833-27f7-4367-9337-35f890fa0eee	90.9868	0.5539	13.3664	9.8918	0.2942	0.0973	0.6757	0.1015	1	72.5173	65.9815	82.7012	8.1806	79.6014	0.5497	150.7072	0.0431	0.0848	0.7101	0.7101	0.7101
